Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1120880,,8535,150 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,372500,53.51873223622574,-113.57933578242142,POINT (-113.57933578242142 53.51873223622574),100,,,RESIDENTIAL,,
1309673,202,10033,89 AVENUE NW,N,5480,STRATHCONA,papastew Ward,132500,53.52420752533699,-113.49040710803969,POINT (-113.49040710803969 53.52420752533699),100,,,RESIDENTIAL,,
1117936,,10604,205 STREET NW,N,4650,WINTERBURN INDUSTRIAL AREA EAST,Nakota Isga Ward,2478500,53.54925383099247,-113.67570239446218,POINT (-113.67570239446218 53.54925383099247),100,,,COMMERCIAL,,
1254747,,8,HUNTINGTON HILL NW,N,5170,EMPIRE PARK,papastew Ward,138500,53.48548453282371,-113.49769898515218,POINT (-113.49769898515218 53.48548453282371),100,,,RESIDENTIAL,,
1016799,,10439,13 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,488500,53.443771216376526,-113.49626058984644,POINT (-113.49626058984644 53.443771216376526),100,,,RESIDENTIAL,,
1331693,,9711,167 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,339500,53.535382862821436,-113.60968038652919,POINT (-113.60968038652919 53.535382862821436),100,,,RESIDENTIAL,,
1175173,,18827,81A AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,431000,53.51393081699401,-113.64681538145408,POINT (-113.64681538145408 53.51393081699401),100,,,RESIDENTIAL,,
1015536,,10668,11 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,471000,53.44178484025761,-113.50156908621791,POINT (-113.50156908621791 53.44178484025761),100,,,RESIDENTIAL,,
1031905,,7937,27 AVENUE NW,N,6470,MEYONOHK,Karhiio Ward,166000,53.45704125727985,-113.45431883515649,POINT (-113.45431883515649 53.45704125727985),100,,,RESIDENTIAL,,
1010404,,47,WESTRIDGE ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,506000,53.50689540875916,-113.61088624207636,POINT (-113.61088624207636 53.50689540875916),100,,,RESIDENTIAL,,
1290907,,9550,152 STREET NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,3718500,53.532389512622025,-113.58417649599278,POINT (-113.58417649599278 53.532389512622025),100,,,COMMERCIAL,,
1171271,68,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,198000,53.4628008739653,-113.5375250781339,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1110022,,7316,155 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,457500,53.506058257586545,-113.58946003215031,POINT (-113.58946003215031 53.506058257586545),100,,,RESIDENTIAL,,
1039890,,5305,21 AVENUE NW,N,6460,MEYOKUMIN,Karhiio Ward,290500,53.452005157789905,-113.42316976760266,POINT (-113.42316976760266 53.452005157789905),100,,,RESIDENTIAL,,
1296953,409,12841,65 STREET NW,N,2080,BELVEDERE,Dene Ward,72000,53.58718248293548,-113.4408550973522,POINT (-113.4408550973522 53.58718248293548),100,,,RESIDENTIAL,,
1071075,,5660,WINDERMERE BOULEVARD NW,N,5405,RIVER VALLEY WINDERMERE,pihêsiwin Ward,121500,53.44468032974455,-113.6269672042054,POINT (-113.6269672042054 53.44468032974455),100,,,RESIDENTIAL,,
1083955,,7404,158 STREET NW,N,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,1614500,53.5061163101509,-113.59449791668574,POINT (-113.59449791668574 53.5061163101509),100,,,RESIDENTIAL,,
1328640,,9820,164 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,297000,53.536925022421265,-113.60483251979358,POINT (-113.60483251979358 53.536925022421265),100,,,RESIDENTIAL,,
1049451,,489,KIRKNESS ROAD NW,N,2430,KIRKNESS,Dene Ward,270500,53.60915715768268,-113.39205131774004,POINT (-113.39205131774004 53.60915715768268),100,,,RESIDENTIAL,,
1178268,,16511,85 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,320500,53.518422834675825,-113.60785383451699,POINT (-113.60785383451699 53.518422834675825),100,,,RESIDENTIAL,,
1084490,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1055573,,4007,41 AVENUE NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,317000,53.47674968676288,-113.40264724583,POINT (-113.40264724583 53.47674968676288),100,,,RESIDENTIAL,,
1278498,,14646,25 STREET NW,N,2280,FRASER,Dene Ward,170000,53.610485513022816,-113.37810094475444,POINT (-113.37810094475444 53.610485513022816),100,,,RESIDENTIAL,,
1283555,,7413,186 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,307000,53.50846605470901,-113.64427272519643,POINT (-113.64427272519643 53.50846605470901),100,,,RESIDENTIAL,,
1135284,,15214,81 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,437000,53.51401949762172,-113.58444760612281,POINT (-113.58444760612281 53.51401949762172),100,,,RESIDENTIAL,,
1151836,,16216,84 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,309500,53.51798006875881,-113.60312195618184,POINT (-113.60312195618184 53.51798006875881),100,,,RESIDENTIAL,,
1083484,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1091669,,24,PATRICIA CRESCENT NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,487000,53.510612781085044,-113.60689756846479,POINT (-113.60689756846479 53.510612781085044),100,,,RESIDENTIAL,,
1007475,,17604,STONY PLAIN ROAD NW,N,4510,STONE INDUSTRIAL,Nakota Isga Ward,6856500,53.54204437247233,-113.62528029787586,POINT (-113.62528029787586 53.54204437247233),100,,,COMMERCIAL,,
1215060,,8726,164A STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,315500,53.52202296159484,-113.60616491063598,POINT (-113.60616491063598 53.52202296159484),100,,,RESIDENTIAL,,
1281500,210,1945,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,94000,53.44909954229303,-113.49950518146967,POINT (-113.49950518146967 53.44909954229303),100,,,RESIDENTIAL,,
1323401,,15604,95 AVENUE NW,N,4180,GLENWOOD,Nakota Isga Ward,1340500,53.53192818074079,-113.59087346628166,POINT (-113.59087346628166 53.53192818074079),100,,,COMMERCIAL,,
1039742,,5512,20A AVENUE NW,Y,6460,MEYOKUMIN,Karhiio Ward,290500,53.4519345842507,-113.42515466650079,POINT (-113.42515466650079 53.4519345842507),100,,,RESIDENTIAL,,
1181999,,8908,MEADOWLARK ROAD NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,262500,53.52346288805249,-113.59289766900878,POINT (-113.59289766900878 53.52346288805249),100,,,RESIDENTIAL,,
1087394,,14915,98 AVENUE NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,356000,53.53599282677941,-113.57928975675084,POINT (-113.57928975675084 53.53599282677941),100,,,RESIDENTIAL,,
1082700,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1171669,9,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,198000,53.4628008739653,-113.5375250781339,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1278118,404,3404,18 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,72500,53.44798111954748,-113.39460577652146,POINT (-113.39460577652146 53.44798111954748),100,,,RESIDENTIAL,,
1318658,,9822,158 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,309000,53.53690928302151,-113.5943168848965,POINT (-113.5943168848965 53.53690928302151),100,,,RESIDENTIAL,,
1295575,,13515,119 STREET NW,N,3250,KENSINGTON,Anirniq Ward,201000,53.59695175811526,-113.5263562344638,POINT (-113.5263562344638 53.59695175811526),100,,,RESIDENTIAL,,
1255116,,8932,154 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,345500,53.52225586354556,-113.58731151583976,POINT (-113.58731151583976 53.52225586354556),100,,,RESIDENTIAL,,
1238823,,9113,167 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,313500,53.527162847865206,-113.61055536939331,POINT (-113.61055536939331 53.527162847865206),100,,,RESIDENTIAL,,
1167683,,16712,79A AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,369000,53.51325395516054,-113.60979989858878,POINT (-113.60979989858878 53.51325395516054),100,,,RESIDENTIAL,,
1256551,,8751,154 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,267000,53.52110402599074,-113.58632817772386,POINT (-113.58632817772386 53.52110402599074),100,,,RESIDENTIAL,,
1213362,501,8340,JASPER AVENUE NW,N,1070,CROMDALE,Métis Ward,105500,53.55591201019,-113.47031114606736,POINT (-113.47031114606736 53.55591201019),100,,,RESIDENTIAL,,
1080266,,3020,36 STREET NW,Y,6030,BISSET,Sspomitapi Ward,341000,53.461622126007406,-113.39736313134999,POINT (-113.39736313134999 53.461622126007406),100,,,RESIDENTIAL,,
1015320,,550,WOLF WILLOW ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,514000,53.50746583003738,-113.60563975027735,POINT (-113.60563975027735 53.50746583003738),100,,,RESIDENTIAL,,
1088509,32,13833,30 STREET NW,N,2320,HAIRSINE,Dene Ward,159500,53.60190206576207,-113.38760910168453,POINT (-113.38760910168453 53.60190206576207),100,,,RESIDENTIAL,,
1292697,203,10920,124 STREET NW,N,3440,WESTMOUNT,O-day'min Ward,79500,53.55464333928575,-113.53641811401415,POINT (-113.53641811401415 53.55464333928575),100,,,RESIDENTIAL,,
1142355,,18711,70 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,428500,53.50349379393099,-113.64674077498776,POINT (-113.64674077498776 53.50349379393099),100,,,RESIDENTIAL,,
1266360,,9125,151 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,305500,53.52574100414447,-113.58106134706863,POINT (-113.58106134706863 53.52574100414447),100,,,RESIDENTIAL,,
1129063,,103,199 STREET SW,Y,4463,RIVERVIEW AREA,sipiwiyiniwak Ward,1346000,53.43125723150981,-113.66164452192152,POINT (-113.66164452192152 53.43125723150981),100,,,RESIDENTIAL,,
1001007,,130,GRANDISLE ROAD NW,N,4463,RIVERVIEW AREA,sipiwiyiniwak Ward,7000,53.43600571185955,-113.64957179497372,POINT (-113.64957179497372 53.43600571185955),100,,,FARMLAND,,
1224252,18,11115,27 AVENUE NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,246500,53.458207330135366,-113.51777707261711,POINT (-113.51777707261711 53.458207330135366),100,,,RESIDENTIAL,,
1166131,,16407,80 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,352500,53.513473957555824,-113.60463674411508,POINT (-113.60463674411508 53.513473957555824),100,,,RESIDENTIAL,,
1054444,,4108,37A STREET NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,309000,53.47680325308967,-113.39848481254488,POINT (-113.39848481254488 53.47680325308967),100,,,RESIDENTIAL,,
1315456,1605,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,193000,53.54094873521212,-113.53361896801161,POINT (-113.53361896801161 53.54094873521212),100,,,RESIDENTIAL,,
1295690,7,10205,158 AVENUE NW,N,3040,BEAUMARIS,tastawiyiniwak Ward,174500,53.61879817678316,-113.5000048591404,POINT (-113.5000048591404 53.61879817678316),100,,,RESIDENTIAL,,
1131051,,7308,189 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,341000,53.50737015770147,-113.65048431557241,POINT (-113.65048431557241 53.50737015770147),100,,,RESIDENTIAL,,
1284868,1002,9816,112 STREET NW,N,1150,OLIVER,O-day'min Ward,114000,53.53612037305204,-113.51449232375236,POINT (-113.51449232375236 53.53612037305204),100,,,RESIDENTIAL,,
1285964,610,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,98000,53.542161896253226,-113.53018329065722,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1091925,,75,PATRICIA CRESCENT NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,835500,53.51084345168665,-113.6099989357126,POINT (-113.6099989357126 53.51084345168665),100,,,RESIDENTIAL,,
1200047,,15921,95 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,339500,53.53126424261528,-113.59591093446821,POINT (-113.59591093446821 53.53126424261528),100,,,RESIDENTIAL,,
1283050,158,2703,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,117000,53.457748444411344,-113.45252934111195,POINT (-113.45252934111195 53.457748444411344),100,,,RESIDENTIAL,,
1093558,,529,HEGLER CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,585500,53.466378862941745,-113.59941103770872,POINT (-113.59941103770872 53.466378862941745),100,,,RESIDENTIAL,,
1094481,,314,HEDLEY WAY NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,804000,53.46263822996218,-113.60231474749563,POINT (-113.60231474749563 53.46263822996218),100,,,RESIDENTIAL,,
1183284,,9007,157 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,329500,53.52530394769957,-113.59155260649909,POINT (-113.59155260649909 53.52530394769957),100,,,RESIDENTIAL,,
1201177,,5408,188 STREET NW,N,4220,JAMIESON PLACE,sipiwiyiniwak Ward,296000,53.491130612823746,-113.64784158527372,POINT (-113.64784158527372 53.491130612823746),100,,,RESIDENTIAL,,
1115682,,4407,209 STREET NW,Y,4462,EDGEMONT,sipiwiyiniwak Ward,1044500,53.482067631761616,-113.67793255718139,POINT (-113.67793255718139 53.482067631761616),100,,,RESIDENTIAL,,
1258250,,145,CENTENNIAL COURT NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,155000,53.54767180705669,-113.61051384692745,POINT (-113.61051384692745 53.54767180705669),100,,,RESIDENTIAL,,
1142793,,7104,188 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,373500,53.504511830211825,-113.64887556137731,POINT (-113.64887556137731 53.504511830211825),100,,,RESIDENTIAL,,
1017763,,28,WILLOW WAY NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,615000,53.50510015824791,-113.60179313709116,POINT (-113.60179313709116 53.50510015824791),100,,,RESIDENTIAL,,
1131507,,7352,190 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,326500,53.508714929263455,-113.65183986077585,POINT (-113.65183986077585 53.508714929263455),100,,,RESIDENTIAL,,
1216340,65,1503,MILL WOODS ROAD EAST NW,N,6140,CRAWFORD PLAINS,Sspomitapi Ward,140000,53.44341912235957,-113.40261040440224,POINT (-113.40261040440224 53.44341912235957),100,,,RESIDENTIAL,,
1124874,,8530,152 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,351500,53.51831391748973,-113.58271218420414,POINT (-113.58271218420414 53.51831391748973),100,,,RESIDENTIAL,,
1090141,,16108,78 AVENUE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,542500,53.510642440179495,-113.60042298983994,POINT (-113.60042298983994 53.510642440179495),100,,,RESIDENTIAL,,
1083138,,7344,157 STREET NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,523000,53.50639702747945,-113.59206804143105,POINT (-113.59206804143105 53.50639702747945),100,,,RESIDENTIAL,,
1216597,,16306,87 AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,306000,53.51985880005504,-113.60351559113532,POINT (-113.60351559113532 53.51985880005504),100,,,RESIDENTIAL,,
1112499,,12411,WINTERBURN ROAD NW,Y,4478,PINTAIL LANDING,Nakota Isga Ward,1130000,53.57935026907701,-113.68701138552039,POINT (-113.68701138552039 53.57935026907701),99,1,,RESIDENTIAL,FARMLAND,
1036979,,9307,179 AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,308000,53.64160316573837,-113.48540834717623,POINT (-113.48540834717623 53.64160316573837),100,,,RESIDENTIAL,,
1164086,,18951,82 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,403500,53.515713989779975,-113.65096756314804,POINT (-113.65096756314804 53.515713989779975),100,,,RESIDENTIAL,,
1062991,,11136,83 AVENUE NW,N,5200,GARNEAU,papastew Ward,292500,53.519372127196945,-113.51860032581321,POINT (-113.51860032581321 53.519372127196945),100,,,RESIDENTIAL,,
1283910,,7204,184 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,631000,53.50599347975166,-113.64262214857068,POINT (-113.64262214857068 53.50599347975166),100,,,RESIDENTIAL,,
1079730,,108,WALSH CRESCENT NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,683500,53.50531084962831,-113.61235799417697,POINT (-113.61235799417697 53.50531084962831),100,,,RESIDENTIAL,,
1159128,,8102,162 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,313500,53.515259223058806,-113.60158040587862,POINT (-113.60158040587862 53.515259223058806),100,,,RESIDENTIAL,,
1115609,,15014,75 AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,611500,53.5083107403006,-113.58080832238933,POINT (-113.58080832238933 53.5083107403006),100,,,RESIDENTIAL,,
1162635,,19019,86 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,388000,53.51966765901333,-113.65127353151392,POINT (-113.65127353151392 53.51966765901333),100,,,RESIDENTIAL,,
1243021,114,2204,118 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,146500,53.452861531163755,-113.5330855490615,POINT (-113.5330855490615 53.452861531163755),100,,,RESIDENTIAL,,
1274794,,15504,96 AVENUE NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,703000,53.53323700352363,-113.58905521320075,POINT (-113.58905521320075 53.53323700352363),100,,,RESIDENTIAL,,
1132182,,14787,25 STREET NW,N,2280,FRASER,Dene Ward,140000,53.610727203086036,-113.37647466713244,POINT (-113.37647466713244 53.610727203086036),100,,,RESIDENTIAL,,
1201284,,5511,186 STREET NW,N,4220,JAMIESON PLACE,sipiwiyiniwak Ward,307500,53.49171762616425,-113.64465950530266,POINT (-113.64465950530266 53.49171762616425),100,,,RESIDENTIAL,,
1269364,,8931,151 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,337000,53.52225495045527,-113.5810593325296,POINT (-113.5810593325296 53.52225495045527),100,,,RESIDENTIAL,,
1229285,,16428,89 AVENUE NW,N,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,225500,53.523999833684066,-113.6061900558586,POINT (-113.6061900558586 53.523999833684066),100,,,RESIDENTIAL,,
1213305,401,8340,JASPER AVENUE NW,N,1070,CROMDALE,Métis Ward,104000,53.55591201019,-113.47031114606736,POINT (-113.47031114606736 53.55591201019),100,,,RESIDENTIAL,,
1085406,1106,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,176000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1113299,,15417,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,2105000,53.50441202860139,-113.58804982158357,POINT (-113.58804982158357 53.50441202860139),100,,,RESIDENTIAL,,
1285857,503,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,96500,53.542161896253226,-113.53018329065722,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1013689,,10423,12 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,576500,53.44216362621131,-113.49556739121958,POINT (-113.49556739121958 53.44216362621131),100,,,RESIDENTIAL,,
1084375,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1207596,302,1945,104 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,103500,53.45067937630399,-113.49389483547701,POINT (-113.49389483547701 53.45067937630399),100,,,RESIDENTIAL,,
1118413,,16375,130 AVENUE NW,N,4320,MISTATIM INDUSTRIAL,Anirniq Ward,392500,53.58895774347958,-113.60646509982799,POINT (-113.60646509982799 53.58895774347958),100,,,COMMERCIAL,,
1196344,,15732,84 STREET NW,Y,2050,BELLE RIVE,tastawiyiniwak Ward,277500,53.61878955495537,-113.47071503479808,POINT (-113.47071503479808 53.61878955495537),100,,,RESIDENTIAL,,
1307024,,5119,ADA BOULEVARD NW,N,2640,RIVER VALLEY HIGHLANDS,Métis Ward,14000,53.565007928231026,-113.42094544715616,POINT (-113.42094544715616 53.565007928231026),100,,,COMMERCIAL,,
1050665,,14714,37 STREET NW,Y,2430,KIRKNESS,Dene Ward,307500,53.610465853646765,-113.39642322667414,POINT (-113.39642322667414 53.610465853646765),100,,,RESIDENTIAL,,
1247055,309,4810,MILL WOODS ROAD SOUTH NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,67000,53.446066561734504,-113.41424184432313,POINT (-113.41424184432313 53.446066561734504),100,,,RESIDENTIAL,,
1290501,103,17135,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,108500,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1224518,,10830,21 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,407500,53.45279788796591,-113.50524961820996,POINT (-113.50524961820996 53.45279788796591),100,,,RESIDENTIAL,,
1155316,,16011,79A AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,317000,53.512637545166776,-113.59931619532416,POINT (-113.59931619532416 53.512637545166776),100,,,RESIDENTIAL,,
1159888,56,14511,52 STREET NW,N,2130,CASSELMAN,Dene Ward,152500,53.60752846113511,-113.4187999843079,POINT (-113.4187999843079 53.60752846113511),100,,,RESIDENTIAL,,
1011303,,187,WESTRIDGE ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,435500,53.51118066452944,-113.61351900340426,POINT (-113.61351900340426 53.51118066452944),100,,,RESIDENTIAL,,
1307784,,6603,ADA BOULEVARD NW,N,2640,RIVER VALLEY HIGHLANDS,Métis Ward,500,53.560373282154906,-113.4343638236195,POINT (-113.4343638236195 53.560373282154906),100,,,COMMERCIAL,,
1155423,38,3221,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,203500,53.463969140466915,-113.53755902168045,POINT (-113.53755902168045 53.463969140466915),100,,,RESIDENTIAL,,
1067495,,3521,50 STREET SW,Y,6663,DECOTEAU,Sspomitapi Ward,1268000,53.40108749027195,-113.41182837579983,POINT (-113.41182837579983 53.40108749027195),99,1,,RESIDENTIAL,FARMLAND,
1088616,38,13833,30 STREET NW,N,2320,HAIRSINE,Dene Ward,156000,53.60190206576207,-113.38760910168453,POINT (-113.38760910168453 53.60190206576207),100,,,RESIDENTIAL,,
1175025,,18903,81A AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,404500,53.513850159993325,-113.64936350974696,POINT (-113.64936350974696 53.513850159993325),100,,,RESIDENTIAL,,
1159797,49,14511,52 STREET NW,N,2130,CASSELMAN,Dene Ward,141500,53.60752846113511,-113.4187999843079,POINT (-113.4187999843079 53.60752846113511),100,,,RESIDENTIAL,,
1304617,,883,WANYANDI ROAD NW,Y,4360,OLESKIW,sipiwiyiniwak Ward,529500,53.49908626516495,-113.60355260791857,POINT (-113.60355260791857 53.49908626516495),100,,,RESIDENTIAL,,
1063452,,,,N,5200,GARNEAU,papastew Ward,5500,53.519372127196945,-113.51860032581321,POINT (-113.51860032581321 53.519372127196945),100,,,RESIDENTIAL,,
1173566,,8015,188 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,409000,53.51374835302101,-113.64509086972211,POINT (-113.64509086972211 53.51374835302101),100,,,RESIDENTIAL,,
1213826,1204,8340,JASPER AVENUE NW,N,1070,CROMDALE,Métis Ward,163500,53.55591201019,-113.47031114606736,POINT (-113.47031114606736 53.55591201019),100,,,RESIDENTIAL,,
